bnf_key,bnf_code_branded,bnf_name_branded,drug_dressing_appliances_branded,form_branded,dosage_branded,chem_name_branded,nic_sum_branded,items_sum_branded,nic_per_item_branded,bnf_code_generic,bnf_name_generic,drug_dressing_appliances_generic,form_generic,dosage_generic,chem_name_generic,nic_sum_generic,items_sum_generic,nic_per_item_generic,diff_branded_to_generic
0301011U0AH,0301011U0BEAAAH,Neovent_Inha 25mcg (120 D) CFF,Neovent,Inha,25mcg (120 D) CFF,Salmeterol,146.3,4,36.575,0301011U0AAAHAH,Salmeterol_Inha 25mcg (120 D) CFF,Salmeterol,Inha,25mcg (120 D) CFF,Salmeterol,41754.020000000004,1147,36.402807323452485,0.17219267654751746
0301011V0AD,0301011V0BBALAD,Bricanyl_Respule 2.5mg/ml 2ml Ud,Bricanyl,Respule,2.5mg/ml 2ml Ud,Terbutaline Sulphate,128.04000000000002,4,32.010000000000005,0301011V0AAADAD,Terbut Sulf_Inh Soln 5mg/2ml Ud,Terbut Sulf,Inh,Soln 5mg/2ml Ud,Terbutaline Sulphate,207.46,14,14.81857142857143,17.191428571428574
0301011X0AB,0301011X0BBABAB,Onbrez Breezhaler_Pdr Inh Cap 300mcg+Dev,Onbrez Breezhaler,Pdr,Inh Cap 300mcg+Dev,Indacaterol Maleate,128.76,4,32.19,0301011X0AAABAB,Indacaterol Mal_Pdr Inh Cap 300mcg + Dev,Indacaterol Mal,Pdr,Inh Cap 300mcg + Dev,Indacaterol Maleate,611.6099999999999,15,40.773999999999994,-8.583999999999996
0301030S0AN,0301030S0BDAFAN,Nuelin SA-250_Tab 250mg,Nuelin SA-250,Tab,250mg,Theophylline,35.98,4,8.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302000K0AU,0302000K0BIAAAU,Fobumix_Easyhaler 320mcg/9mcg (60 D),Fobumix,Easyhaler,320mcg/9mcg (60 D),Budesonide,107.5,4,26.875,0302000K0AAAUAU,Budesonide/Formoterol_InhaB/A 400/12(60D,Budesonide/Formoterol,InhaB/A,400/12(60D,Budesonide,21700,537,40.4096834264432,-13.534683426443202
0302000R0AB,0302000R0BBABAB,Asmanex Twisthaler_D/P Inh 200mcg (60 D),Asmanex Twisthaler,D/P,Inh 200mcg (60 D),Mometasone Furoate,117.69999999999999,4,29.424999999999997,0302000R0AAABAB,Mometasone Fur_Pdr For Inh 200mcg (60 D),Mometasone Fur,Pdr,For Inh 200mcg (60 D),Mometasone Furoate,141.24,5,28.248,1.176999999999996
0302000R0AD,0302000R0BBADAD,Asmanex Twisthaler_D/P Inh 400mcg (60 D),Asmanex Twisthaler,D/P,Inh 400mcg (60 D),Mometasone Furoate,180.25,4,45.0625,0302000R0AAADAD,Mometasone Fur_Pdr For Inh 400mcg (60 D),Mometasone Fur,Pdr,For Inh 400mcg (60 D),Mometasone Furoate,288.4,8,36.05,9.012500000000003
0303020G0AD,0303020G0BBADAD,Singulair_Gran Sach Paed 4mg,Singulair,Gran,Sach Paed 4mg,Montelukast,128.45000000000002,4,32.112500000000004,0303020G0AAADAD,Montelukast_Gran Sach 4mg S/F,Montelukast,Gran,Sach 4mg S/F,Montelukast,2115.85,405,5.224320987654321,26.888179012345685
0304010AAAA,0304010AABBAAAA,Mizollen_Tab 10mg,Mizollen,Tab,10mg,Mizolastine,34.6,4,8.65,0304010AAAAAAAA,Mizolastine_Tab 10mg M/R,Mizolastine,Tab,10mg M/R,Mizolastine,1037.58,120,8.6465,0.0035000000000007248
0304010N0AP,0304010N0BFADAP,Nytol One-A-Night_Tab 50mg,Nytol One-A-Night,Tab,50mg,Diphenhydramine Hydrochloride,21.16,4,5.29,0304010N0AAAPAP,Diphenhydramine HCl_Tab 50mg,Diphenhydramine HCl,Tab,50mg,Diphenhydramine Hydrochloride,331.16,64,5.174375,0.11562499999999964
0309010L0AQ,0309010L0BMAAAQ,Robitussin_Dry Cough Linct 7.5mg/5ml S/F,Robitussin,Dry,Cough Linct 7.5mg/5ml S/F,Dextromethorphan Hydrobromide,86.82,4,21.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0309020G0AB,0309020G0BBACAB,Robitussin_Chesty Cough Liq 100mg/5ml,Robitussin,Chesty,Cough Liq 100mg/5ml,Guaifenesin,12.61,4,3.1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401030T0AB,0401030T0BBABAB,Seconal Sod_Pulvule 100mg,Seconal Sod,Pulvule,100mg,Secobarbital Sodium,119.84,4,29.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0401030T0AC,0401030T0BCAAAC,Tuinal_Pulvule 100mg,Tuinal,Pulvule,100mg,Secobarbital Sodium,378.81,4,94.7025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
040201060AC,040201060BBACAC,Zyprexa_Tab 10mg,Zyprexa,Tab,10mg,Olanzapine,524.4000000000001,4,131.10000000000002,040201060AAACAC,Olanzapine_Tab 10mg,Olanzapine,Tab,10mg,Olanzapine,22498.84,2835,7.9360987654320985,123.16390123456793
0402010K0AA,0402010K0BCAAAA,Nozinan_Tab 25mg,Nozinan,Tab,25mg,Levomepromazine Maleate,30.39,4,7.5975,0402010K0AAAAAA,Levomeprom Mal_Tab 25mg,Levomeprom Mal,Tab,25mg,Levomepromazine Maleate,1215.54,152,7.996973684210526,-0.399473684210526
0402020G0AH,0402020G0BCACAH,Psytixol_Inj 100mg/ml 0.5ml Amp,Psytixol,Inj,100mg/ml 0.5ml Amp,Flupentixol Decanoate,13.64,4,3.41,0402020G0AAAHAH,Flupentixol Decan_Inj 100mg/ml 0.5ml Amp,Flupentixol Decan,Inj,100mg/ml 0.5ml Amp,Flupentixol Decanoate,122.83,7,17.547142857142855,-14.137142857142855
0402020T0AA,0402020T0BBAAAA,Haldol Decan_Inj Soln 50mg/ml 1ml Amp,Haldol Decan,Inj,Soln 50mg/ml 1ml Amp,Haloperidol Decanoate,49.55,4,12.3875,0402020T0AAAAAA,Haloperidol Decan_Inj 50mg/ml 1ml Amp,Haloperidol Decan,Inj,50mg/ml 1ml Amp,Haloperidol Decanoate,179.15,14,12.796428571428573,-0.4089285714285733
0403020M0AA,0403020M0BBAAAA,Nardil_Tab 15mg,Nardil,Tab,15mg,Phenelzine Sulfate,63,4,15.75,0403020M0AAAAAA,Phenelzine Sulf_Tab 15mg,Phenelzine Sulf,Tab,15mg,Phenelzine Sulfate,1040.42,67,15.528656716417911,0.22134328358208855
0403030L0AB,0403030L0BBABAB,Faverin_Tab 100mg,Faverin,Tab,100mg,Fluvoxamine Maleate,164.16000000000003,4,41.040000000000006,0403030L0AAABAB,Fluvoxamine Mal_Tab 100mg,Fluvoxamine Mal,Tab,100mg,Fluvoxamine Maleate,1506.29,68,22.151323529411766,18.88867647058824
0403030Z0AA,0403030Z0BBAAAA,Cipramil_Oral Dps 40mg/ml S/F,Cipramil,Oral,Dps 40mg/ml S/F,Citalopram Hydrochloride,40.32,4,10.08,0403030Z0AAAAAA,Citalopram HCl_Oral Dps 40mg/ml S/F,Citalopram HCl,Oral,Dps 40mg/ml S/F,Citalopram Hydrochloride,1216.52,276,4.40768115942029,5.6723188405797105
0404000M0AR,0404000M0BJADAR,Delmosart_Tab 54mg M/R,Delmosart,Tab,54mg M/R,Methylphenidate Hydrochloride,181.60000000000002,4,45.400000000000006,0404000M0AAARAR,Methylphenidate HCl_Tab 54mg M/R,Methylphenidate HCl,Tab,54mg M/R,Methylphenidate Hydrochloride,471.06,16,29.44125,15.958750000000006
0406000S0AD,0406000S0BBAFAD,Zofran_Inj 2mg/ml 4ml Flexi-Amp,Zofran,Inj,2mg/ml 4ml Flexi-Amp,Ondansetron Hydrochloride,2086.2599999999998,4,521.5649999999999,0406000S0AAADAD,Ondansetron HCl_Inj 2mg/ml 4ml Amp,Ondansetron HCl,Inj,2mg/ml 4ml Amp,Ondansetron Hydrochloride,1055.12,2,527.56,-5.9950000000000045
0407010H0BG,0407010H0BEAMBG,Calpol Six Plus_Susp 250mg/5ml C/F S/F,Calpol Six Plus,Susp,250mg/5ml C/F S/F,Paracetamol,36.96,4,9.24,0407010H0AABGBG,Paracet_Oral Susp 250mg/5ml S/F,Paracet,Oral,Susp 250mg/5ml S/F,Paracetamol,12853.03,1733,7.4166358915176,1.8233641084824006
0407010X0A0,0407010X0BMADA0,Solpadeine Max Solb_Tab,Solpadeine Max Solb,Tab,NA,Paracetamol Combined Preparations,48.56,4,12.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
040702040AJ,040702040BJADAJ,Tramquel SR_Cap 200mg,Tramquel SR,Cap,200mg,Tramadol Hydrochloride,115.72,4,28.93,040702040AAAJAJ,Tramadol HCl_Cap 200mg M/R,Tramadol HCl,Cap,200mg M/R,Tramadol Hydrochloride,5805.74,219,26.51022831050228,2.4197716894977184
0407020A0AZ,0407020A0BJADAZ,Abstral_Tab Sublingual 400mcg,Abstral,Tab,Sublingual 400mcg,Fentanyl,399.92,4,99.98,0407020A0AAAZAZ,Fentanyl_Tab Sublingual 400mcg S/F,Fentanyl,Tab,Sublingual 400mcg S/F,Fentanyl,1916.16,4,479.04,-379.06
0407020ADAB,0407020ADBJAHAB,Shortec_Oral Soln Conc 10mg/1ml,Shortec,Oral,Soln Conc 10mg/1ml,Oxycodone Hydrochloride,281.11,4,70.2775,0407020ADAAABAB,Oxycodone HCl_Oral Soln 10mg/1ml S/F,Oxycodone HCl,Oral,Soln 10mg/1ml S/F,Oxycodone Hydrochloride,2521.91,27,93.40407407407407,-23.12657407407407
0407020ADAS,0407020ADBKAFAS,Reltebon_Tab 15mg M/R,Reltebon,Tab,15mg M/R,Oxycodone Hydrochloride,76.24,4,19.06,0407020ADAAASAS,Oxycodone HCl_Tab 15mg M/R,Oxycodone HCl,Tab,15mg M/R,Oxycodone Hydrochloride,989.0799999999999,33,29.97212121212121,-10.91212121212121
0407020ADAR,0407020ADBKAGAR,Reltebon_Tab 30mg M/R,Reltebon,Tab,30mg M/R,Oxycodone Hydrochloride,152.44,4,38.11,0407020ADAAARAR,Oxycodone HCl_Tab 30mg M/R,Oxycodone HCl,Tab,30mg M/R,Oxycodone Hydrochloride,6201.97,98,63.28540816326531,-25.17540816326531
0407020B0AI,0407020B0BLABAI,Panitaz_Transdermal Patch 10mcg/hr,Panitaz,Transdermal,Patch 10mcg/hr,Buprenorphine,50.48,4,12.62,0407020B0AAAIAI,Buprenorphine_Patch 10mcg/hr (7day),Buprenorphine,Patch,10mcg/hr (7day),Buprenorphine,21028.24,673,31.24552748885587,-18.625527488855873
0407020B0AE,0407020B0BPAAAE,Relevtec_Transdermal Patch 35mcg/hr,Relevtec,Transdermal,Patch 35mcg/hr,Buprenorphine,85.72,4,21.43,0407020B0AAAEAE,Buprenorphine_Patch 35mcg/hr (96hr),Buprenorphine,Patch,35mcg/hr (96hr),Buprenorphine,3661.65,137,26.727372262773724,-5.297372262773724
0407020G0AI,0407020G0BCADAI,DF 118 Fte_Tab 40mg,DF 118 Fte,Tab,40mg,Dihydrocodeine Tartrate,88.4,4,22.1,0407020G0AAAIAI,Dihydrocodeine Tart_Tab 40mg,Dihydrocodeine Tart,Tab,40mg,Dihydrocodeine Tartrate,850.45,89,9.55561797752809,12.544382022471911
0407020Q0CP,0407020Q0BBAGCP,MST Continus_Susp Gran Sach 30mg,MST Continus,Susp,Gran Sach 30mg,Morphine Sulfate,153.24,4,38.31,0407020Q0AACPCP,Morph Sulf_Gran Sach 30mg M/R S/F,Morph Sulf,Gran,Sach 30mg M/R S/F,Morphine Sulfate,420.57,10,42.057,-3.747
0407020Q0DW,0407020Q0BIAEDW,MXL_Cap 150mg,MXL,Cap,150mg,Morphine Sulfate,255.01,4,63.7525,0407020Q0AADWDW,Morph Sulf_Cap 150mg M/R,Morph Sulf,Cap,150mg M/R,Morphine Sulfate,72.86,1,72.86,-9.107500000000002
0407041R0AA,0407041R0BBAAAA,Maxalt_Tab 5mg,Maxalt,Tab,5mg,Rizatriptan,106.96,4,26.74,0407041R0AAAAAA,Rizatriptan_Tab 5mg,Rizatriptan,Tab,5mg,Rizatriptan,2500.19,63,39.68555555555556,-12.945555555555561
040801050AU,040801050BBAEAU,Topamax_Sprinkle Cap 15mg,Topamax,Sprinkle,Cap 15mg,Topiramate,113.89,4,28.4725,040801050AAAUAU,Topiramate_Cap 15mg,Topiramate,Cap,15mg,Topiramate,2315.11,64,36.17359375,-7.701093750000002
0408010AEAN,0408010AEBBAIAN,Lyrica_Oral Soln 20mg/ml,Lyrica,Oral,Soln 20mg/ml,Pregabalin,497.40000000000003,4,124.35000000000001,0408010AEAAANAN,Pregabalin_Oral Soln 100mg/5ml S/F,Pregabalin,Oral,Soln 100mg/5ml S/F,Pregabalin,3954.7200000000003,36,109.85333333333334,14.49666666666667
0408010D0AE,0408010D0BBADAE,Trileptal_Oral Susp 60mg/1ml,Trileptal,Oral,Susp 60mg/1ml,Oxcarbazepine,489.6,4,122.4,0408010D0AAAEAE,Oxcarbazepine_Oral Susp 300mg/5ml S/F,Oxcarbazepine,Oral,Susp 300mg/5ml S/F,Oxcarbazepine,2790.7200000000003,25,111.62880000000001,10.771199999999993
0408010W0BV,0408010W0BBANBV,Epilim Chronosphere_Gran Sach 50mg M/R,Epilim Chronosphere,Gran,Sach 50mg M/R,Sodium Valproate,204,4,51,0408010W0AABVBV,Sod Valpr_Gran Sach 50mg M/R S/F,Sod Valpr,Gran,Sach 50mg M/R S/F,Sodium Valproate,232,4,58,-7
0409010H0AC,0409010H0BCACAC,Adartrel_Tab 2mg,Adartrel,Tab,2mg,Ropinirole Hydrochloride,441.14,4,110.285,0409010H0AAACAC,Ropinirole HCl_Tab 2mg,Ropinirole HCl,Tab,2mg,Ropinirole Hydrochloride,7021.51,295,23.801728813559322,86.48327118644067
0409010W0AE,0409010W0BBAEAE,Mirapexin_Tab 0.26mg M/R,Mirapexin,Tab,0.26mg M/R,Pramipexole,158.12,4,39.53,0409010W0AAAEAE,Pramipexole_Tab 260mcg M/R,Pramipexole,Tab,260mcg M/R,Pramipexole,804.79,59,13.64050847457627,25.88949152542373
0410020B0BA,0410020B0BDAUBA,NiQuitin_Chew/G 2mg S/F (Ex Fresh Mint),NiQuitin,Chew/G,2mg S/F (Ex Fresh Mint),Nicotine,57.910000000000004,4,14.477500000000001,0410020B0AABABA,Nicotine_Chewing Gum 2mg S/F,Nicotine,Chewing,Gum 2mg S/F,Nicotine,474.67,40,11.86675,2.6107500000000012
0410030B0AC,0410030B0BBACAC,Suboxone_Tab Subling 16mg/4mg,Suboxone,Tab,Subling 16mg/4mg,Buprenorph HCl/Naloxone HCl,108.84,4,27.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0411000F0AE,0411000F0BKAAAE,Gazylan XL_Cap 8mg,Gazylan XL,Cap,8mg,Galantamine,47.599999999999994,4,11.899999999999999,0411000F0AAAEAE,Galantamine_Cap 8mg M/R,Galantamine,Cap,8mg M/R,Galantamine,1308.66,33,39.656363636363636,-27.756363636363638
0501030P0AC,0501030P0BBACAC,Minocin MR_Cap 100mg,Minocin MR,Cap,100mg,Minocycline Hydrochloride,70.28,4,17.57,0501030P0AAACAC,Minocycline HCl_Cap 100mg M/R,Minocycline HCl,Cap,100mg M/R,Minocycline Hydrochloride,1031.96,55,18.76290909090909,-1.1929090909090903
0501050A0AA,0501050A0BBAAAA,Zithromax_Cap 250mg,Zithromax,Cap,250mg,Azithromycin,232.7,4,58.175,0501050A0AAAAAA,Azithromycin_Cap 250mg,Azithromycin,Cap,250mg,Azithromycin,4297.98,318,13.51566037735849,44.65933962264151
0501050N0AA,0501050N0BBAAAA,Erythrocin_Filmtab 250mg,Erythrocin,Filmtab,250mg,Erythromycin Stearate,20.4,4,5.1,0501050N0AAAAAA,Erythromycin Stearate_Tab 250mg,Erythromycin Stearate,Tab,250mg,Erythromycin Stearate,152.16,14,10.868571428571428,-5.768571428571429
0601011N0AA,0601011N0BCAAAA,Ins Hypurin Bov Neutral_100u/ml 10ml Vl,Ins Hypurin Bov Neutral,100u/ml,10ml Vl,Soluble Insulin (Neutral Insulin),526.68,4,131.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0601012D0BS,0601012D0BGADBS,Ins Insuman Comb 15_100u/ml 3ml Cart,Ins Insuman Comb 15,100u/ml,3ml Cart,Biphasic Isophane Insulin,210,4,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0601012G0AH,0601012G0BCAAAH,Ins Hypurin Bov Lente_100u/ml 10ml Vl,Ins Hypurin Bov Lente,100u/ml,10ml Vl,Insulin Zinc Suspension,277.2,4,69.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0601021M0AT,0601021M0BKAAAT,Laaglyda M/R_Tab 60mg,Laaglyda M/R,Tab,60mg,Gliclazide,47.699999999999996,4,11.924999999999999,0601021M0AAATAT,Gliclazide_Tab 60mg M/R,Gliclazide,Tab,60mg M/R,Gliclazide,2879.66,390,7.383743589743589,4.54125641025641
0601022B0AS,0601022B0BKAAAS,Glucient SR_Tab 500mg,Glucient SR,Tab,500mg,Metformin Hydrochloride,30.16,4,7.54,0601022B0AAASAS,Metformin HCl_Tab 500mg M/R,Metformin HCl,Tab,500mg M/R,Metformin Hydrochloride,89862.61,11390,7.889605794556629,-0.3496057945566289
0601023AKAB,0601023AKBBABAB,Vipidia_Tab 12.5mg,Vipidia,Tab,12.5mg,Alogliptin,159.60000000000002,4,39.900000000000006,0601023AKAAABAB,Alogliptin_Tab 12.5mg,Alogliptin,Tab,12.5mg,Alogliptin,14081.85,527,26.720777988614802,13.179222011385203
0601023ALAB,0601023ALBBABAB,Xigduo_Tab 5mg/1g,Xigduo,Tab,5mg/1g,Dapagliflozin/Metformin,182.95,4,45.7375,0601023ALAAABAB,Dapagliflozin/Metformin_Tab 5mg/1g,Dapagliflozin/Metformin,Tab,5mg/1g,Dapagliflozin/Metformin,5150.09,125,41.200720000000004,4.536779999999993
0601060X0A0,0601060X0BBAAA0,KEYA Smart (Reagent)_Strips,KEYA Smart (Reagent),Strips,NA,Glucose & Ketone Blood Testing Reagents,126.88,4,31.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0603020T0BK,0603020T0BLACBK,Pevanti_Tab 10mg,Pevanti,Tab,10mg,Prednisolone,4.75,4,1.1875,0603020T0AABKBK,Prednisolone_Tab 10mg,Prednisolone,Tab,10mg,Prednisolone,144.31,60,2.4051666666666667,-1.2176666666666667
0604012U0AA,0604012U0BBAAAA,Esmya_Tab 5mg,Esmya,Tab,5mg,Ulipristal Acet,513.5899999999999,4,128.39749999999998,0604012U0AAAAAA,Ulipristal Acet_Tab 5mg,Ulipristal Acet,Tab,5mg,Ulipristal Acet,1369.56,9,152.17333333333332,-23.77583333333334
0605010S0AT,0605010S0BDAEAT,Humatrope_Inj 36u Cart + Dil (12mg),Humatrope,Inj,36u Cart + Dil (12mg),Somatropin,3672,4,918,0605010S0AAATAT,Somatropin (Rbe)_Inj 12mg Cart + Dil,Somatropin (Rbe),Inj,12mg Cart + Dil,Somatropin,1251.9,2,625.95,292.04999999999995
0605010S0BT,0605010S0BEAGBT,Norditropin NordiFlex_Inj15mg/1.5mlPfPen,Norditropin NordiFlex,Inj15mg/1.5mlPfPen,NA,Somatropin,4172.4,4,1043.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0605010S0BV,0605010S0BEAHBV,Norditropin NordiFlex_Inj 5mg/1.5mlPfPen,Norditropin NordiFlex,Inj,5mg/1.5mlPfPen,Somatropin,1506.7,4,376.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0606020T0AE,0606020T0BCACAE,Bonefos_Tab 800mg,Bonefos,Tab,800mg,Sodium Clodronate,644.29,4,161.0725,0606020T0AAAEAE,Sod Clodronate_Tab 800mg,Sod Clodronate,Tab,800mg,Sodium Clodronate,3821.82,25,152.8728,8.199699999999979
0702020E0AA,0702020E0BBAAAA,Dalacin_Crm 2% + Applic (7D),Dalacin,Crm,2% + Applic (7D),Clindamycin Phosphate,43.44,4,10.86,0702020E0AAAAAA,Clindamycin Phos_Vag Crm 2% + Applic,Clindamycin Phos,Vag,Crm 2% + Applic,Clindamycin Phosphate,1129.44,104,10.860000000000001,-1.7763568394002505e-15
0703010E0AB,0703010E0BNAAAB,Munalea_Tab 150mcg/20mcg,Munalea,Tab,150mcg/20mcg,Combined Ethinylestradiol 20mcg,30.42,4,7.605,0703010E0AAABAB,Ethinylest/Desogestrel_Tab 20mcg/150mcg,Ethinylest/Desogestrel,Tab,20mcg/150mcg,Combined Ethinylestradiol 20mcg,208.28,24,8.678333333333333,-1.0733333333333324
0703010E0AB,0703010E0BQAAAB,Bimizza_Tab 20mcg/150mcg,Bimizza,Tab,20mcg/150mcg,Combined Ethinylestradiol 20mcg,30.240000000000002,4,7.5600000000000005,0703010E0AAABAB,Ethinylest/Desogestrel_Tab 20mcg/150mcg,Ethinylest/Desogestrel,Tab,20mcg/150mcg,Combined Ethinylestradiol 20mcg,208.28,24,8.678333333333333,-1.1183333333333323
0704010A0AD,0704010A0BFAAAD,Besavar XL_Tab 10mg,Besavar XL,Tab,10mg,Alfuzosin Hydrochloride,61.72,4,15.43,0704010A0AAADAD,Alfuzosin HCl_Tab 10mg M/R,Alfuzosin HCl,Tab,10mg M/R,Alfuzosin Hydrochloride,23160.9,1653,14.01143375680581,1.4185662431941903
0704010M0AA,0704010M0BBAAAA,Doralese Tiltab_Tab 20mg,Doralese Tiltab,Tab,20mg,Indoramin,50.72,4,12.68,0704010M0AAAAAA,Indoramin_Tab 20mg,Indoramin,Tab,20mg,Indoramin,1528.69,193,7.920673575129534,4.759326424870466
0704020N0AA,0704020N0BBAAAA,Detrusitol_Tab 1mg,Detrusitol,Tab,1mg,Tolterodine,130.64000000000001,4,32.660000000000004,0704020N0AAAAAA,Tolterodine_Tab 1mg,Tolterodine,Tab,1mg,Tolterodine,2854.35,795,3.590377358490566,29.069622641509437
0801030P0FP,0801030P0BFACFP,Nordimet_Inj 12.5mg/0.5ml PF Pen,Nordimet,Inj,12.5mg/0.5ml PF Pen,Methotrexate,237.6,4,59.4,0801030P0AAFPFP,Methotrexate_Inj 12.5mg/0.5ml PF Pen,Methotrexate,Inj,12.5mg/0.5ml PF Pen,Methotrexate,74.25,1,74.25,-14.850000000000001
0802020T0AM,0802020T0BCAAAM,Advagraf_Cap 500mcg M/R,Advagraf,Cap,500mcg M/R,Tacrolimus,178.95,4,44.7375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0803043N0AG,0803043N0BBAGAG,Sandostatin LAR_Inj 20mg Vl + Dil,Sandostatin LAR,Inj,20mg Vl + Dil,Octreotide Acetate,4795.9800000000005,4,1198.9950000000001,0803043N0AAAGAG,Octreotide Acet_Inj 20mg Vl + Dil,Octreotide Acet,Inj,20mg Vl + Dil,Octreotide Acetate,1598.66,2,799.33,399.6650000000001
0901011Y0AA,0901011Y0BBAAAA,Feraccru_Cap 30mg,Feraccru,Cap,30mg,Ferric Maltol,285.6,4,71.4,0901011Y0AAAAAA,Ferric Maltol_Cap (iron 30mg),Ferric Maltol,Cap,(iron 30mg),Ferric Maltol,238,5,47.6,23.800000000000004
0901030J0AC,0901030J0BBACAC,Aranesp_Inj 40mcg/0.4ml Pfs,Aranesp,Inj,40mcg/0.4ml Pfs,Darbepoetin Alfa,704.7,4,176.175,0901030J0AAACAC,Darbepoetin Alfa_Inj 40mcg/0.4ml Pfs,Darbepoetin Alfa,Inj,40mcg/0.4ml Pfs,Darbepoetin Alfa,587.25,3,195.75,-19.57499999999999
0902021S0AY,0902021S0BBAIAY,Baxter_Viaflex Sod ChlorI/V Inf 0.9%500m,Baxter,Viaflex,Sod ChlorI/V Inf 0.9%500m,Sodium Chloride,118.16,4,29.54,0902021S0AAAYAY,Sod Chlor_I/V Inf 0.9% 500ml,Sod Chlor,I/V,Inf 0.9% 500ml,Sodium Chloride,126.6,1,126.6,-97.06
090401000A0,090401000BBJDA0,Renapro_Pdr Sach 20g,Renapro,Pdr,Sach 20g,Other Food For Special Diet Preps,280.71999999999997,4,70.17999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401000A0,090401000BBKIA0,Energivit_Pdr (Neutral),Energivit,Pdr,(Neutral),Other Food For Special Diet Preps,392.02,4,98.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401000A0,090401000BBLNA0,KetoCal 4:1_Pdr (Unflav),KetoCal 4:1,Pdr,(Unflav),Other Food For Special Diet Preps,127.84,4,31.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401000A0,090401000BBMDA0,Lophlex_Pdr Sach 27.8g (Berry),Lophlex,Pdr,Sach 27.8g (Berry),Other Food For Special Diet Preps,1823.3999999999999,4,455.84999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401000A0,090401000BBSCA0,Carbzero_Liq,Carbzero,Liq,NA,Other Food For Special Diet Preps,246,4,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401000A0,090401000BBSIA0,MSUD amino5_Oral Pdr Sach 6g,MSUD amino5,Oral,Pdr Sach 6g,Other Food For Special Diet Preps,1175.02,4,293.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401000A0,090401000BBSWA0,PKU Anamix Jnr_Pdr Sach 36g (Neutral),PKU Anamix Jnr,Pdr,Sach 36g (Neutral),Other Food For Special Diet Preps,1821.04,4,455.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401000A0,090401000BBSZA0,PKU Anamix Jnr_Pdr Sach 36g (Vanilla),PKU Anamix Jnr,Pdr,Sach 36g (Vanilla),Other Food For Special Diet Preps,530.4,4,132.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401000A0,090401000BBVPA0,Phlexy-10_DrinkMix Sach20g(Apple&B/Crrt),Phlexy-10,DrinkMix,Sach20g(Apple&B/Crrt),Other Food For Special Diet Preps,1953.15,4,488.2875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401010AA,090401010BEACAA,Fate_L/P Choc Flav Cake Mix,Fate,L/P,Choc Flav Cake Mix,Low Protein Mixes,48.79,4,12.1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401010AA,090401010BHAAAA,Juvela_L/P Mix,Juvela,L/P,Mix,Low Protein Mixes,85.69,4,21.4225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401030AK,090401030BFAGAK,Glutafin Select_G/F Fibre Bread Mix,Glutafin Select,G/F,Fibre Bread Mix,Gluten Free Mixes,93.24,4,23.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401080BD,090401080BPAEBD,Barkat_G/F W/F Spaghetti,Barkat,G/F,W/F Spaghetti,Gluten Free/Wheat Free Pasta,47.92,4,11.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401080BD,090401080BPAJBD,Barkat_G/F W/F Lasagne,Barkat,G/F,W/F Lasagne,Gluten Free/Wheat Free Pasta,11.92,4,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401080BD,090401080BRAABD,Rizopia_G/F W/F Brown Rice Pasta Fusilli,Rizopia,G/F,W/F Brown Rice Pasta Fusilli,Gluten Free/Wheat Free Pasta,13.600000000000001,4,3.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010ACAC,0904010ACBEABAC,Barkat_G/F W/F Cornflakes,Barkat,G/F,W/F Cornflakes,Gluten Free/Wheat Free Cereals,13.149999999999999,4,3.2874999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
